player_id,full_name,last_name,first_name,pos,shoots,height,weight,birthdate,team_name,division,jersey_number,rookie
8774,Josh Glavin,Glavin,Josh,D,L,6.02,200.0,2006-09-24,Saginaw Spirit,West Division,5,0
9319,Hayden Barch,Barch,Hayden,D,R,6.01,190.0,2007-04-14,Saginaw Spirit,West Division,6,1
8366,Calem Mangone,Mangone,Calem,LW,R,5.09,165.0,2004-11-04,Saginaw Spirit,West Division,7,0
9153,Brody Najim,Najim,Brody,LW,L,5.10,145.0,2008-07-16,Saginaw Spirit,West Division,8,1
9002,Graydon Jones,Jones,Graydon,D,L,6.00,175.0,2007-01-01,Saginaw Spirit,West Division,9,1
8991,Carson Harmer,Harmer,Carson,C,L,5.10,185.0,2007-01-13,Saginaw Spirit,West Division,13,1
8505,Sebastien Gervais,Gervais,Sebastien,C,L,6.01,190.0,2005-04-11,Saginaw Spirit,West Division,15,0
8974,Xander Velliaris,Velliaris,Xander,D,L,6.03,205.0,2007-04-23,Saginaw Spirit,West Division,17,1
8773,Zayne Parekh,Parekh,Zayne,D,R,6.00,185.0,2006-02-15,Saginaw Spirit,West Division,19,0
8703,Kaeden Johnston,Johnston,Kaeden,RW,R,6.01,175.0,2005-02-03,Saginaw Spirit,West Division,20,0
8839,Liam Storch,Storch,Liam,RW,R,5.10,150.0,2006-01-20,Saginaw Spirit,West Division,21,0
9119,Kaden Sienko,Sienko,Kaden,D,R,6.01,185.0,2008-04-19,Saginaw Spirit,West Division,23,1
9117,Igor Chernyshov,Chernyshov,Igor,RW,R,6.03,225.0,2005-11-30,Saginaw Spirit,West Division,25,0
8503,PJ Forgione,Forgione,PJ,D,L,6.02,215.0,2004-11-12,Saginaw Spirit,West Division,27,0
8369,Andrew Oke,Oke,Andrew,G,L,6.02,190.0,2004-03-26,Saginaw Spirit,West Division,29,0
8993,Kaleb Papineau,Papineau,Kaleb,G,L,6.02,190.0,2006-01-25,Saginaw Spirit,West Division,31,0
9156,Sammy DiBlasi,DiBlasi,Sammy,G,L,6.04,185.0,2007-01-13,Saginaw Spirit,West Division,35,1
8973,Ethan Weir,Weir,Ethan,RW,R,5.11,195.0,2007-01-10,Saginaw Spirit,West Division,37,1
8990,Jacob Cloutier,Cloutier,Jacob,RW,R,5.10,170.0,2007-03-22,Saginaw Spirit,West Division,42,1
9118,Dimian Zhilkin,Zhilkin,Dimian,RW,R,5.10,165.0,2008-10-21,Saginaw Spirit,West Division,71,1
9155,Blake Barnes,Barnes,Blake,D,R,5.10,165.0,2008-05-14,Saginaw Spirit,West Division,72,1
8352,James Guo,Guo,James,D,R,6.01,195.0,2005-04-02,Saginaw Spirit,West Division,73,0
8769,Michael Misa,Misa,Michael,C,L,6.01,185.0,2007-02-16,Saginaw Spirit,West Division,77,0
9116,Kristian Epperson,Epperson,Kristian,LW,L,6.00,185.0,2006-05-16,Saginaw Spirit,West Division,86,0
8399,Nic Sima,Sima,Nic,RW,R,6.03,195.0,2005-03-31,Saginaw Spirit,West Division,92,0
